Word,Tag,Index,Polarity,Positive,Negative,Objective
inactive,a,,objective,0.0,0.0,1.0
sensitive,a,,negative,0.0,0.25,0.75
brilliance,n,,positive,1.0,0.0,0.0
speech_rhythm,n,,objective,0.0,0.0,1.0
inception,n,,objective,0.0,0.0,1.0
rebound,n,,objective,0.0,0.0,1.0
engage,v,,objective,0.0,0.0,1.0
trip,v,,objective,0.0,0.0,1.0
quicken,v,,positive,1.0,0.0,0.0
trigger,v,,objective,0.0,0.0,1.0
pull_ahead,v,,positive,0.75,0.0,0.25
unworthy,a,,negative,0.0,1.0,0.0
infernal_region,n,,negative,0.0,1.0,0.0
guggle,v,,objective,0.0,0.0,1.0
cadre,n,,objective,0.0,0.0,1.0
upstanding,a,,positive,1.0,0.0,0.0
shark,v,,objective,0.0,0.0,1.0
stick_out,v,,objective,0.0,0.0,1.0
calendar_method_of_birth_control,n,,objective,0.0,0.0,1.0
transom,n,,objective,0.0,0.0,1.0
sports_stadium,n,,objective,0.0,0.0,1.0
singly,r,,objective,0.0,0.0,1.0
unhappiness,n,,negative,0.0,1.0,0.0
word,v,,objective,0.0,0.0,1.0
perdition,n,,negative,0.0,1.0,0.0
insurance,n,,objective,0.0,0.0,1.0
lead_astray,v,,negative,0.0,1.0,0.0
severally,r,,objective,0.0,0.0,1.0
scientific_discipline,n,,objective,0.0,0.0,1.0
korean_peninsula,n,,objective,0.0,0.0,1.0
rhythm_method_of_birth_control,n,,objective,0.0,0.0,1.0
misbehavior,n,,negative,0.0,1.0,0.0
supervise,v,,objective,0.125,0.125,0.75
wooing,n,,positive,0.75,0.0,0.25
drab,a,,negative,0.0,1.0,0.0
requirement,n,,negative,0.0,0.25,0.75
abstract,a,,objective,0.0,0.0,1.0
separately,r,,objective,0.0,0.0,1.0
genius,n,,positive,1.0,0.0,0.0
nut,n,,objective,0.0,0.0,1.0
disbursal,n,,objective,0.0,0.0,1.0
snake_pit,n,,negative,0.0,1.0,0.0
gratify,v,,positive,1.0,0.0,0.0
lump,n,,objective,0.0,0.0,1.0
egypt,n,,objective,0.0,0.0,1.0
scorn,v,,negative,0.0,1.0,0.0
deplorable,a,,negative,0.0,1.0,0.0
seraphic,a,,positive,1.0,0.0,0.0
r-2,n,,negative,0.0,1.0,0.0
atmospherics,n,,objective,0.0,0.0,1.0
carnal_knowledge,n,,objective,0.0,0.0,1.0
sinister,a,,negative,0.0,1.0,0.0
terrific,a,,positive,1.0,0.0,0.0
relative,n,,objective,0.0,0.0,1.0
rampant,a,,negative,0.0,1.0,0.0
insurance_policy,n,,objective,0.0,0.0,1.0
zenith,n,,objective,0.0,0.0,1.0
finish,n,,positive,1.0,0.0,0.0
liquor,n,,objective,0.0,0.0,1.0
sess,n,,objective,0.0,0.0,1.0
adjust,v,,objective,0.0,0.0,1.0
band,n,,objective,0.0,0.0,1.0
progression,n,,objective,0.0,0.0,1.0
